date,platform,post_type,likes,shares,comments,views,,,,,,
29/03/2023,Twitter,image,1675,734,468,5908,,,,,,
29/03/2023,Facebook,text,1000,677,264,8864,,,,,,
29/03/2023,Instagram,text,875,437,410,9143,,,,,,
30/03/2023,Twitter,image,1729,762,467,6448,,,,,,
30/03/2023,Instagram,image,1118,735,301,4951,,,,,,
30/03/2023,Twitter,image,1073,609,256,6746,,,,,,
30/03/2023,Instagram,image,418,786,302,9934,,,,,,
30/03/2023,Instagram,video,1405,300,108,5906,,,,,,
30/03/2023,Twitter,text,709,782,444,4809,,,,,,
30/03/2023,Twitter,video,870,618,281,4560,,,,,,
30/03/2023,Facebook,image,1713,891,140,9036,,,,,,
31/03/2023,Instagram,video,2185,466,327,7601,,,,,,
31/03/2023,Twitter,image,1446,822,443,9788,,,,,,
31/03/2023,Facebook,image,2111,347,436,5989,,,,,,
31/03/2023,Twitter,video,1917,495,460,9563,,,,,,
31/03/2023,Facebook,text,1626,561,422,7698,,,,,,
31/03/2023,Twitter,video,1312,873,412,7282,,,,,,
01/04/2023,Facebook,text,475,122,444,8596,,,,,,
01/04/2023,Twitter,video,1841,453,480,7474,,,,,,
01/04/2023,Facebook,video,808,767,151,6591,,,,,,
01/04/2023,Twitter,video,1445,205,171,9511,,,,,,
01/04/2023,Facebook,video,817,676,143,4845,,,,,,
01/04/2023,Facebook,video,1491,514,133,9109,,,,,,
02/04/2023,Instagram,text,1844,157,214,4974,,,,,,
02/04/2023,Twitter,text,2176,149,233,6298,,,,,,
02/04/2023,Instagram,image,700,200,139,6085,,,,,,
02/04/2023,Facebook,image,1909,253,330,7945,,,,,,
02/04/2023,Facebook,text,1742,808,313,6482,,,,,,
02/04/2023,Twitter,image,954,576,426,5744,,,,,,
02/04/2023,Facebook,text,1189,195,113,8880,,,,,,
02/04/2023,Twitter,text,1892,160,232,5363,,,,,,
02/04/2023,Facebook,video,491,779,344,6413,,,,,,
03/04/2023,Facebook,video,1704,340,114,5657,,,,,,
03/04/2023,Twitter,text,1817,109,176,8017,,,,,,
03/04/2023,Instagram,text,817,769,395,7830,,,,,,
03/04/2023,Twitter,text,1683,403,178,9714,,,,,,
04/04/2023,Facebook,image,1471,632,357,9595,,,,,,
04/04/2023,Instagram,image,1292,495,311,8355,,,,,,
04/04/2023,Instagram,video,1250,679,339,4786,,,,,,
04/04/2023,Twitter,image,583,218,127,4699,,,,,,
04/04/2023,Facebook,video,986,869,162,6127,,,,,,
04/04/2023,Twitter,image,793,762,460,9883,,,,,,
04/04/2023,Facebook,text,1090,835,323,7643,,,,,,
04/04/2023,Twitter,image,1369,167,399,6149,,,,,,
04/04/2023,Twitter,image,1396,743,282,4272,,,,,,
05/04/2023,Instagram,image,1708,460,160,9700,,,,,,
05/04/2023,Instagram,image,598,421,123,6765,,,,,,
05/04/2023,Facebook,image,673,812,111,5974,,,,,,
06/04/2023,Instagram,image,1011,374,290,7425,,,,,,
06/04/2023,Twitter,text,587,764,167,8190,,,,,,
06/04/2023,Twitter,text,1804,721,413,8800,,,,,,
06/04/2023,Instagram,video,1590,887,225,8061,,,,,,
06/04/2023,Twitter,text,2123,738,172,4634,,,,,,
06/04/2023,Facebook,image,1640,116,497,4427,,,,,,
07/04/2023,Facebook,text,1349,849,405,7071,,,,,,
07/04/2023,Facebook,video,1571,505,103,9151,,,,,,
07/04/2023,Twitter,video,1093,287,439,9508,,,,,,
07/04/2023,Twitter,video,648,278,431,4558,,,,,,
08/04/2023,Twitter,video,1521,775,238,8046,,,,,,
08/04/2023,Facebook,video,1437,308,496,7230,,,,,,
08/04/2023,Twitter,video,1720,866,445,7304,,,,,,
08/04/2023,Twitter,video,1039,770,386,7336,,,,,,
08/04/2023,Instagram,image,430,235,404,4836,,,,,,
09/04/2023,Twitter,image,1111,671,452,7902,,,,,,
09/04/2023,Twitter,text,1840,642,267,5051,,,,,,
09/04/2023,Twitter,image,1113,204,449,6760,,,,,,
09/04/2023,Instagram,text,1080,259,366,6767,,,,,,
09/04/2023,Twitter,image,825,185,458,9353,,,,,,
09/04/2023,Facebook,video,573,222,451,5364,,,,,,
10/04/2023,Facebook,image,1097,812,170,7979,,,,,,
10/04/2023,Instagram,image,1051,313,472,7149,,,,,,
10/04/2023,Facebook,video,2065,453,425,8316,,,,,,
11/04/2023,Facebook,text,1130,448,229,7445,,,,,,
11/04/2023,Twitter,video,1554,443,440,6264,,,,,,
12/04/2023,Facebook,video,1668,727,263,8392,,,,,,
12/04/2023,Twitter,text,1949,474,143,6995,,,,,,
12/04/2023,Twitter,video,1596,734,263,4299,,,,,,
12/04/2023,Instagram,image,1023,637,427,8054,,,,,,
13/04/2023,Instagram,text,2000,142,192,9021,,,,,,
13/04/2023,Instagram,video,578,539,246,6607,,,,,,
13/04/2023,Instagram,text,1406,485,242,7540,,,,,,
13/04/2023,Twitter,text,1188,120,342,8731,,,,,,
13/04/2023,Facebook,video,1837,638,306,5854,,,,,,
13/04/2023,Facebook,text,1448,539,251,8475,,,,,,
13/04/2023,Instagram,image,1726,116,213,8265,,,,,,
13/04/2023,Twitter,image,1925,286,213,9741,,,,,,
14/04/2023,Twitter,video,1663,180,418,7151,,,,,,
14/04/2023,Instagram,image,499,257,459,7806,,,,,,
14/04/2023,Instagram,video,435,468,358,7251,,,,,,
14/04/2023,Instagram,video,1911,426,252,4858,,,,,,
14/04/2023,Instagram,video,1513,774,193,5985,,,,,,
14/04/2023,Instagram,video,1947,269,128,5584,,,,,,
15/04/2023,Twitter,image,1479,126,499,7422,,,,,,
15/04/2023,Facebook,image,2121,667,334,6273,,,,,,
15/04/2023,Twitter,text,1041,656,222,5195,,,,,,
15/04/2023,Twitter,video,1715,426,211,9412,,,,,,
16/04/2023,Facebook,text,2035,645,398,4287,,,,,,
16/04/2023,Twitter,video,2124,840,457,8901,,,,,,
16/04/2023,Twitter,video,2105,636,303,4433,,,,,,
17/04/2023,Facebook,text,2165,191,373,9489,,,,,,
17/04/2023,Instagram,text,622,633,327,5507,,,,,,
17/04/2023,Facebook,image,1935,450,374,4030,,,,,,
17/04/2023,Twitter,video,1883,130,320,4854,,,,,,
17/04/2023,Facebook,video,1543,434,226,6495,,,,,,
17/04/2023,Instagram,image,1552,328,192,4435,,,,,,
17/04/2023,Twitter,video,1410,199,438,8253,,,,,,
17/04/2023,Facebook,image,1354,557,482,5697,,,,,,
17/04/2023,Instagram,text,2037,454,202,8749,,,,,,
17/04/2023,Twitter,video,971,520,342,4164,,,,,,
17/04/2023,Twitter,video,1021,835,163,5690,,,,,,
18/04/2023,Instagram,video,1885,221,334,7350,,,,,,
18/04/2023,Instagram,text,461,500,414,5582,,,,,,
19/04/2023,Twitter,text,1543,357,470,5765,,,,,,
20/04/2023,Twitter,video,1689,427,200,4707,,,,,,
20/04/2023,Instagram,image,1167,430,328,7505,,,,,,
20/04/2023,Facebook,image,1445,525,419,5527,,,,,,
20/04/2023,Instagram,image,1740,850,416,7633,,,,,,
21/04/2023,Twitter,text,2070,858,231,4208,,,,,,
22/04/2023,Facebook,text,433,823,446,7829,,,,,,
22/04/2023,Twitter,video,492,459,157,7761,,,,,,
22/04/2023,Instagram,video,522,332,421,7520,,,,,,
22/04/2023,Instagram,text,995,246,366,4237,,,,,,
22/04/2023,Instagram,video,1787,821,205,9550,,,,,,
23/04/2023,Facebook,text,2150,597,162,4004,,,,,,
23/04/2023,Facebook,text,1366,495,415,6657,,,,,,
23/04/2023,Instagram,image,1980,323,217,5760,,,,,,
23/04/2023,Facebook,video,1288,893,328,8349,,,,,,
24/04/2023,Facebook,video,980,394,185,6170,,,,,,
25/04/2023,Instagram,image,1359,703,288,5503,,,,,,
25/04/2023,Instagram,text,2016,425,140,8253,,,,,,
25/04/2023,Twitter,image,2012,293,379,6097,,,,,,
25/04/2023,Twitter,image,1247,265,108,5087,,,,,,
26/04/2023,Instagram,video,1990,539,152,9731,,,,,,
26/04/2023,Twitter,image,802,222,432,5301,,,,,,
26/04/2023,Instagram,image,938,804,416,8773,,,,,,
26/04/2023,Facebook,text,1446,676,444,8666,,,,,,
26/04/2023,Facebook,image,835,392,187,8819,,,,,,
26/04/2023,Instagram,image,1930,626,118,7184,,,,,,
26/04/2023,Twitter,image,1351,638,233,8382,,,,,,
26/04/2023,Instagram,text,1592,146,490,4950,,,,,,
26/04/2023,Instagram,text,1447,117,410,9945,,,,,,
27/04/2023,Instagram,image,781,610,390,5298,,,,,,
27/04/2023,Instagram,video,1941,138,329,4361,,,,,,
27/04/2023,Twitter,video,776,333,328,5414,,,,,,
27/04/2023,Instagram,video,1693,131,426,7912,,,,,,
27/04/2023,Twitter,text,1557,425,114,4263,,,,,,
28/04/2023,Facebook,text,593,257,283,5180,,,,,,
28/04/2023,Instagram,video,2106,740,429,9828,,,,,,
28/04/2023,Instagram,image,1668,337,417,6311,,,,,,
28/04/2023,Instagram,image,2139,575,468,8827,,,,,,
28/04/2023,Facebook,text,1571,342,418,8581,,,,,,
29/04/2023,Facebook,text,2155,374,348,8396,,,,,,
29/04/2023,Instagram,video,1035,667,225,8282,,,,,,
29/04/2023,Instagram,image,1759,577,391,4916,,,,,,
29/04/2023,Twitter,text,1190,426,367,6160,,,,,,
29/04/2023,Instagram,video,1142,856,497,9735,,,,,,
29/04/2023,Facebook,image,1982,664,223,9128,,,,,,
29/04/2023,Facebook,video,1468,361,290,8599,,,,,,
30/04/2023,Twitter,text,971,775,235,4158,,,,,,
30/04/2023,Facebook,video,559,410,135,9669,,,,,,
30/04/2023,Instagram,image,1461,701,228,9742,,,,,,
30/04/2023,Instagram,text,1852,309,292,6033,,,,,,
01/05/2023,Facebook,video,1295,810,184,9081,,,,,,
01/05/2023,Facebook,image,2004,195,495,7140,,,,,,
01/05/2023,Twitter,text,1942,384,406,9296,,,,,,
01/05/2023,Twitter,image,1383,241,310,5729,,,,,,
01/05/2023,Instagram,image,663,592,383,7143,,,,,,
01/05/2023,Instagram,text,1053,758,192,8599,,,,,,
01/05/2023,Instagram,video,725,385,333,7898,,,,,,
01/05/2023,Instagram,image,1404,394,487,8539,,,,,,
01/05/2023,Instagram,text,1484,810,157,4443,,,,,,
01/05/2023,Facebook,text,1661,647,385,4177,,,,,,
01/05/2023,Twitter,image,2089,735,423,9541,,,,,,
02/05/2023,Instagram,video,1027,544,489,8136,,,,,,
02/05/2023,Instagram,image,710,843,430,5983,,,,,,
02/05/2023,Facebook,image,1804,261,322,8219,,,,,,
02/05/2023,Twitter,text,1168,494,278,5517,,,,,,
02/05/2023,Instagram,video,1868,494,442,8856,,,,,,
02/05/2023,Twitter,image,1192,338,304,8845,,,,,,
02/05/2023,Twitter,text,2008,556,385,4633,,,,,,
03/05/2023,Instagram,text,1625,724,443,7925,,,,,,
03/05/2023,Facebook,text,1635,149,357,5346,,,,,,
03/05/2023,Instagram,image,2006,223,459,6930,,,,,,
03/05/2023,Instagram,video,1907,649,114,9246,,,,,,
04/05/2023,Facebook,video,1220,735,298,9527,,,,,,
04/05/2023,Facebook,text,1171,225,225,6123,,,,,,
04/05/2023,Facebook,image,553,343,161,8178,,,,,,
04/05/2023,Twitter,video,1267,155,269,6599,,,,,,
04/05/2023,Facebook,text,645,464,359,5730,,,,,,
04/05/2023,Twitter,text,815,820,179,7674,,,,,,
05/05/2023,Instagram,text,2100,752,496,8727,,,,,,
05/05/2023,Twitter,text,1984,407,365,7150,,,,,,
05/05/2023,Instagram,image,1376,318,425,8288,,,,,,
05/05/2023,Twitter,text,1135,266,131,7334,,,,,,
06/05/2023,Twitter,text,2023,792,390,4392,,,,,,
06/05/2023,Twitter,text,1829,154,410,9416,,,,,,
06/05/2023,Twitter,image,1099,699,402,4673,,,,,,
06/05/2023,Instagram,video,878,290,389,7559,,,,,,
07/05/2023,Twitter,image,1450,879,267,4801,,,,,,
07/05/2023,Instagram,image,2007,142,468,8421,,,,,,
07/05/2023,Twitter,image,1300,350,245,8934,,,,,,
07/05/2023,Twitter,image,954,513,190,6530,,,,,,
07/05/2023,Facebook,image,1972,497,460,5675,,,,,,
07/05/2023,Instagram,video,843,467,231,8800,,,,,,
07/05/2023,Instagram,image,696,715,485,9562,,,,,,
08/05/2023,Instagram,video,640,807,236,9153,,,,,,
08/05/2023,Instagram,image,484,874,271,6019,,,,,,
08/05/2023,Facebook,text,1364,642,278,7021,,,,,,
08/05/2023,Facebook,video,815,410,253,9963,,,,,,
09/05/2023,Facebook,image,1535,589,207,6007,,,,,,
09/05/2023,Instagram,image,1267,833,174,4979,,,,,,
09/05/2023,Facebook,text,2078,661,321,7994,,,,,,
10/05/2023,Instagram,image,913,564,480,4916,,,,,,
10/05/2023,Twitter,image,1782,639,219,6493,,,,,,
10/05/2023,Twitter,text,1020,468,352,5359,,,,,,
10/05/2023,Facebook,image,511,511,325,8185,,,,,,
10/05/2023,Facebook,video,1012,716,397,9145,,,,,,
11/05/2023,Instagram,image,1763,855,263,9253,,,,,,
11/05/2023,Twitter,text,958,573,447,5072,,,,,,
11/05/2023,Facebook,text,1922,288,496,5683,,,,,,
11/05/2023,Instagram,text,1785,787,184,7342,,,,,,
12/05/2023,Instagram,image,1555,690,442,4954,,,,,,
12/05/2023,Twitter,text,1214,372,379,7173,,,,,,
12/05/2023,Twitter,text,2199,845,224,8331,,,,,,
12/05/2023,Facebook,video,2066,466,430,5998,,,,,,
12/05/2023,Instagram,image,1698,444,335,5325,,,,,,
12/05/2023,Instagram,text,1907,736,129,7647,,,,,,
12/05/2023,Instagram,text,1331,173,479,4707,,,,,,
12/05/2023,Instagram,video,2145,614,155,7002,,,,,,
12/05/2023,Facebook,text,462,833,163,6118,,,,,,
12/05/2023,Twitter,image,1660,530,291,9762,,,,,,
12/05/2023,Instagram,image,1509,820,498,5407,,,,,,
13/05/2023,Twitter,text,1095,528,472,9885,,,,,,
13/05/2023,Twitter,text,2179,211,239,5862,,,,,,
13/05/2023,Facebook,video,811,378,156,8994,,,,,,
13/05/2023,Instagram,video,1788,728,359,4646,,,,,,
14/05/2023,Instagram,text,783,511,233,6057,,,,,,
14/05/2023,Instagram,text,1328,665,382,9544,,,,,,
14/05/2023,Twitter,video,1555,248,464,7302,,,,,,
14/05/2023,Facebook,text,1503,703,159,4275,,,,,,
15/05/2023,Twitter,text,622,463,386,4092,,,,,,
15/05/2023,Facebook,image,1491,632,420,4649,,,,,,
15/05/2023,Instagram,video,1095,194,151,8105,,,,,,
16/05/2023,Instagram,video,1349,336,391,5075,,,,,,
16/05/2023,Twitter,image,1126,203,480,7922,,,,,,
16/05/2023,Twitter,text,1540,629,387,6710,,,,,,
16/05/2023,Twitter,video,1363,774,150,5864,,,,,,
16/05/2023,Twitter,video,919,700,315,4533,,,,,,
17/05/2023,Twitter,image,1342,892,317,8001,,,,,,
18/05/2023,Facebook,video,1847,209,450,8052,,,,,,
18/05/2023,Facebook,image,855,828,450,5271,,,,,,
18/05/2023,Instagram,video,1946,864,415,8201,,,,,,
18/05/2023,Facebook,image,1867,825,174,5527,,,,,,
18/05/2023,Facebook,text,1561,378,263,7533,,,,,,
18/05/2023,Twitter,image,680,793,275,9406,,,,,,
18/05/2023,Instagram,text,1951,632,426,4712,,,,,,
19/05/2023,Facebook,image,1661,518,280,5371,,,,,,
19/05/2023,Facebook,text,820,618,149,9478,,,,,,
19/05/2023,Instagram,text,694,454,411,8761,,,,,,
19/05/2023,Instagram,video,1027,564,306,6580,,,,,,
19/05/2023,Instagram,image,670,196,211,6948,,,,,,
20/05/2023,Twitter,image,1361,886,115,5382,,,,,,
20/05/2023,Instagram,video,543,497,292,8667,,,,,,
20/05/2023,Instagram,image,745,579,482,7885,,,,,,
20/05/2023,Twitter,text,1820,843,238,5475,,,,,,
20/05/2023,Twitter,image,1609,147,416,7937,,,,,,
20/05/2023,Facebook,image,1941,581,422,8966,,,,,,
20/05/2023,Facebook,image,422,240,272,5526,,,,,,
21/05/2023,Instagram,text,846,772,368,6897,,,,,,
21/05/2023,Instagram,image,1858,808,125,7068,,,,,,
21/05/2023,Twitter,text,918,446,401,6084,,,,,,
21/05/2023,Facebook,text,778,843,235,9335,,,,,,
21/05/2023,Facebook,video,951,447,493,6737,,,,,,
21/05/2023,Instagram,text,1396,570,118,4282,,,,,,
21/05/2023,Twitter,video,1218,781,370,9701,,,,,,
21/05/2023,Instagram,text,1185,793,259,8437,,,,,,
21/05/2023,Facebook,image,1701,877,239,6982,,,,,,
22/05/2023,Twitter,text,757,305,370,4760,,,,,,
22/05/2023,Instagram,image,1312,542,153,4415,,,,,,
22/05/2023,Facebook,text,1248,795,243,9100,,,,,,
22/05/2023,Instagram,text,977,786,325,5850,,,,,,
22/05/2023,Instagram,video,1803,676,115,7355,,,,,,
22/05/2023,Facebook,image,1767,207,223,7684,,,,,,
23/05/2023,Instagram,video,1289,323,220,8310,,,,,,
23/05/2023,Twitter,text,757,278,494,5244,,,,,,
24/05/2023,Twitter,image,868,238,352,8836,,,,,,
24/05/2023,Facebook,text,2167,175,354,8340,,,,,,
24/05/2023,Twitter,video,1677,819,341,9722,,,,,,
24/05/2023,Facebook,video,725,513,456,6416,,,,,,
24/05/2023,Instagram,video,960,715,486,6927,,,,,,
24/05/2023,Twitter,video,1432,532,414,4667,,,,,,
24/05/2023,Facebook,video,1291,185,461,4771,,,,,,
25/05/2023,Facebook,image,911,661,359,4124,,,,,,
25/05/2023,Instagram,image,982,889,318,4092,,,,,,
25/05/2023,Twitter,image,1843,543,338,5217,,,,,,
25/05/2023,Facebook,video,701,345,328,6221,,,,,,
25/05/2023,Facebook,image,539,833,298,7247,,,,,,
25/05/2023,Instagram,text,1849,313,176,8975,,,,,,
25/05/2023,Instagram,text,1696,234,144,8205,,,,,,
25/05/2023,Instagram,video,1129,473,429,6635,,,,,,
25/05/2023,Facebook,text,999,137,236,4954,,,,,,
26/05/2023,Twitter,image,2123,289,475,7414,,,,,,
26/05/2023,Facebook,image,1164,720,167,5234,,,,,,
26/05/2023,Instagram,text,733,789,163,6075,,,,,,
26/05/2023,Instagram,text,639,248,125,4972,,,,,,
26/05/2023,Twitter,text,881,596,209,8212,,,,,,
26/05/2023,Instagram,video,565,452,388,9033,,,,,,
26/05/2023,Instagram,text,1960,412,111,9313,,,,,,
27/05/2023,Instagram,text,798,874,437,5077,,,,,,
27/05/2023,Instagram,image,2077,156,363,9452,,,,,,
27/05/2023,Facebook,video,1146,872,191,6092,,,,,,
27/05/2023,Instagram,text,1523,255,289,4888,,,,,,
28/05/2023,Instagram,video,1588,279,352,4043,,,,,,
28/05/2023,Instagram,video,1822,325,426,4143,,,,,,
28/05/2023,Twitter,text,1642,632,300,4685,,,,,,
28/05/2023,Instagram,text,1366,164,219,7123,,,,,,
28/05/2023,Twitter,image,2019,468,316,4861,,,,,,
28/05/2023,Facebook,text,2033,236,178,7315,,,,,,
29/05/2023,Twitter,video,2056,693,381,7188,,,,,,
29/05/2023,Facebook,text,674,164,267,7797,,,,,,
29/05/2023,Facebook,video,1633,290,336,4528,,,,,,
30/05/2023,Twitter,image,2079,547,208,6303,,,,,,
30/05/2023,Twitter,video,1673,179,204,6433,,,,,,
30/05/2023,Instagram,text,781,510,230,7305,,,,,,
30/05/2023,Instagram,image,1856,513,293,8131,,,,,,
31/05/2023,Instagram,image,1919,889,323,9439,,,,,,
31/05/2023,Facebook,text,956,749,252,5333,,,,,,
31/05/2023,Twitter,image,1595,869,331,9376,,,,,,
31/05/2023,Facebook,text,2001,220,393,4003,,,,,,
31/05/2023,Twitter,text,677,442,468,9630,,,,,,
01/06/2023,Instagram,video,981,452,398,9571,,,,,,
01/06/2023,Twitter,image,1737,446,120,9330,,,,,,
01/06/2023,Twitter,text,2004,277,140,4937,,,,,,
01/06/2023,Twitter,video,980,770,334,4875,,,,,,
01/06/2023,Twitter,image,787,308,301,4000,,,,,,
01/06/2023,Facebook,text,1647,714,161,4295,,,,,,
02/06/2023,Twitter,text,1032,135,434,8452,,,,,,
02/06/2023,Twitter,text,867,532,416,4732,,,,,,
02/06/2023,Twitter,video,992,740,450,6214,,,,,,
02/06/2023,Instagram,image,674,467,183,7233,,,,,,
02/06/2023,Facebook,text,1008,616,367,9745,,,,,,
02/06/2023,Twitter,text,1869,267,329,5248,,,,,,
02/06/2023,Facebook,video,2173,395,412,6407,,,,,,
02/06/2023,Facebook,text,911,545,134,7385,,,,,,
02/06/2023,Instagram,video,1551,437,386,5891,,,,,,
03/06/2023,Instagram,video,983,228,389,7261,,,,,,
03/06/2023,Instagram,video,639,300,180,4043,,,,,,
04/06/2023,Twitter,image,442,787,366,8137,,,,,,
04/06/2023,Twitter,image,1089,535,140,5699,,,,,,
05/06/2023,Instagram,video,1745,621,263,9931,,,,,,
05/06/2023,Facebook,text,493,512,330,6454,,,,,,
05/06/2023,Instagram,video,595,667,246,6474,,,,,,
05/06/2023,Twitter,video,1707,345,380,8604,,,,,,
05/06/2023,Facebook,video,601,595,138,5447,,,,,,
05/06/2023,Facebook,image,1194,619,434,5784,,,,,,
05/06/2023,Instagram,image,1289,688,223,7266,,,,,,
05/06/2023,Facebook,video,1875,479,158,6053,,,,,,
05/06/2023,Instagram,image,598,698,156,7574,,,,,,
06/06/2023,Instagram,text,1456,247,443,8417,,,,,,
06/06/2023,Facebook,image,1982,751,132,7157,,,,,,
06/06/2023,Instagram,image,1864,456,291,4068,,,,,,
06/06/2023,Twitter,text,1078,203,169,6312,,,,,,
06/06/2023,Facebook,image,1907,163,480,4306,,,,,,
06/06/2023,Instagram,text,553,603,271,4905,,,,,,
06/06/2023,Twitter,video,617,459,377,4457,,,,,,
06/06/2023,Twitter,video,595,581,301,9415,,,,,,
07/06/2023,Instagram,image,1609,239,164,4334,,,,,,
07/06/2023,Twitter,video,1951,300,437,4909,,,,,,
07/06/2023,Twitter,image,1928,826,142,5379,,,,,,
07/06/2023,Instagram,text,568,359,308,5952,,,,,,
07/06/2023,Facebook,image,2193,343,276,5693,,,,,,
08/06/2023,Instagram,image,845,259,120,8510,,,,,,
08/06/2023,Instagram,image,619,338,394,9549,,,,,,
08/06/2023,Facebook,image,960,672,388,7171,,,,,,
08/06/2023,Instagram,video,1618,183,359,9841,,,,,,
08/06/2023,Facebook,video,605,216,425,9440,,,,,,
08/06/2023,Twitter,video,2167,194,481,9305,,,,,,
08/06/2023,Facebook,text,1527,304,263,9426,,,,,,
08/06/2023,Instagram,video,1442,411,405,5725,,,,,,
09/06/2023,Twitter,text,877,372,422,8834,,,,,,
09/06/2023,Twitter,image,1882,773,315,6612,,,,,,
09/06/2023,Facebook,image,2053,818,476,9625,,,,,,
09/06/2023,Facebook,video,855,650,413,6748,,,,,,
09/06/2023,Twitter,image,1265,510,436,5574,,,,,,
09/06/2023,Instagram,image,634,357,164,9281,,,,,,
09/06/2023,Instagram,image,1849,845,299,5381,,,,,,
10/06/2023,Facebook,image,1655,428,342,7387,,,,,,
10/06/2023,Twitter,video,2027,559,373,9064,,,,,,
10/06/2023,Twitter,video,1642,811,183,6502,,,,,,
11/06/2023,Facebook,image,1672,419,493,5762,,,,,,
11/06/2023,Twitter,image,1220,187,324,7716,,,,,,
11/06/2023,Twitter,image,654,122,313,8736,,,,,,
11/06/2023,Facebook,text,1632,814,200,5603,,,,,,
12/06/2023,Twitter,text,780,427,100,6999,,,,,,
12/06/2023,Twitter,video,1019,248,301,5004,,,,,,
12/06/2023,Twitter,text,1466,371,301,6011,,,,,,
13/06/2023,Instagram,image,1611,529,147,6703,,,,,,
13/06/2023,Twitter,video,490,333,422,5398,,,,,,
13/06/2023,Twitter,text,1903,240,291,4496,,,,,,
13/06/2023,Instagram,video,1365,277,121,6811,,,,,,
14/06/2023,Facebook,text,1811,135,385,5971,,,,,,
14/06/2023,Facebook,image,1115,790,193,7395,,,,,,
14/06/2023,Twitter,video,947,239,196,4799,,,,,,
15/06/2023,Twitter,video,1199,687,122,9634,,,,,,
15/06/2023,Twitter,image,455,186,192,4917,,,,,,
15/06/2023,Twitter,text,2189,538,213,6341,,,,,,
15/06/2023,Instagram,image,699,577,287,7445,,,,,,
15/06/2023,Instagram,video,1978,867,377,8922,,,,,,
15/06/2023,Twitter,text,2056,110,357,8059,,,,,,
16/06/2023,Instagram,image,1022,498,200,5968,,,,,,
16/06/2023,Twitter,video,1643,133,186,6986,,,,,,
16/06/2023,Twitter,text,679,754,329,8253,,,,,,
16/06/2023,Twitter,video,1901,270,313,7879,,,,,,
16/06/2023,Instagram,image,1592,111,224,4059,,,,,,
17/06/2023,Instagram,text,504,210,279,5346,,,,,,
17/06/2023,Instagram,image,434,591,431,8802,,,,,,
17/06/2023,Facebook,image,1147,554,186,8072,,,,,,
17/06/2023,Instagram,video,1179,108,365,5487,,,,,,
17/06/2023,Twitter,image,2006,715,331,8176,,,,,,
17/06/2023,Instagram,text,1274,641,163,7537,,,,,,
17/06/2023,Twitter,video,1495,240,300,9297,,,,,,
18/06/2023,Facebook,image,695,684,185,4259,,,,,,
18/06/2023,Instagram,image,715,173,361,7451,,,,,,
18/06/2023,Twitter,image,1435,819,336,7818,,,,,,
19/06/2023,Facebook,image,1520,857,213,4886,,,,,,
19/06/2023,Facebook,video,1200,595,448,8985,,,,,,
19/06/2023,Facebook,image,516,421,426,5786,,,,,,
19/06/2023,Twitter,image,2030,423,374,8549,,,,,,
19/06/2023,Facebook,video,1584,425,151,7139,,,,,,
19/06/2023,Facebook,image,1353,835,147,7420,,,,,,
20/06/2023,Facebook,text,1283,664,393,8383,,,,,,
20/06/2023,Instagram,image,1994,144,192,8890,,,,,,
20/06/2023,Twitter,image,720,525,462,9059,,,,,,
20/06/2023,Facebook,image,730,113,475,5232,,,,,,
20/06/2023,Twitter,image,1511,393,392,8702,,,,,,
20/06/2023,Facebook,image,543,332,246,4645,,,,,,
20/06/2023,Instagram,image,558,478,457,7422,,,,,,
21/06/2023,Facebook,text,1417,350,410,7303,,,,,,
21/06/2023,Instagram,text,1840,408,492,7675,,,,,,
21/06/2023,Twitter,image,493,410,391,9503,,,,,,
21/06/2023,Instagram,image,1866,209,351,5168,,,,,,
21/06/2023,Instagram,text,1650,281,382,6975,,,,,,
22/06/2023,Instagram,video,948,575,224,5653,,,,,,
22/06/2023,Instagram,video,931,593,442,8109,,,,,,
22/06/2023,Facebook,video,841,284,433,7437,,,,,,
22/06/2023,Instagram,image,2040,639,296,8033,,,,,,
22/06/2023,Facebook,image,525,242,455,8111,,,,,,
22/06/2023,Instagram,text,1578,166,358,6253,,,,,,
22/06/2023,Twitter,video,1456,437,224,9989,,,,,,
22/06/2023,Twitter,text,1715,482,146,7545,,,,,,
22/06/2023,Instagram,video,841,764,365,5772,,,,,,
22/06/2023,Facebook,video,2142,110,110,4779,,,,,,
23/06/2023,Instagram,video,2181,450,124,5595,,,,,,
23/06/2023,Twitter,text,883,666,474,5774,,,,,,
23/06/2023,Twitter,text,1645,250,286,7318,,,,,,
23/06/2023,Facebook,text,1491,374,145,8927,,,,,,
23/06/2023,Facebook,video,1809,589,174,5728,,,,,,
23/06/2023,Facebook,video,511,421,386,8620,,,,,,
23/06/2023,Facebook,video,1807,396,259,7349,,,,,,
24/06/2023,Facebook,text,808,671,170,8350,,,,,,
24/06/2023,Instagram,video,2074,222,455,6797,,,,,,
24/06/2023,Twitter,video,1133,436,243,6104,,,,,,
24/06/2023,Instagram,image,471,425,350,6945,,,,,,
24/06/2023,Facebook,image,856,156,401,9651,,,,,,
25/06/2023,Instagram,video,1786,798,177,5507,,,,,,
25/06/2023,Facebook,text,738,716,479,6742,,,,,,
25/06/2023,Facebook,video,1837,515,139,7716,,,,,,
25/06/2023,Facebook,text,1965,542,147,8241,,,,,,
25/06/2023,Instagram,text,1627,436,261,8491,,,,,,
26/06/2023,Facebook,video,551,430,434,7162,,,,,,
